date,neighborhood,crime,count
20130131,0,5,2
20130228,0,5,2
20130430,0,5,1
20130531,0,5,3
20130930,0,5,1
20131031,0,5,2
20131130,0,5,2
20131231,0,5,1
20140131,0,5,4
20140228,0,5,1
20140331,0,5,2
20140430,0,5,1
20140531,0,5,1
20140630,0,5,1
20140731,0,5,2
20140930,0,5,2
20141031,0,5,2
20141130,0,5,4
20141231,0,5,1
20150131,0,5,1
20150228,0,5,2
20150430,0,5,1
20150531,0,5,2
20141231,0,6,1
20100131,0,7,5
20100228,0,7,3
20100331,0,7,1
20100430,0,7,2
20100531,0,7,1
20100630,0,7,4
20100731,0,7,2
20100831,0,7,3
20100930,0,7,1
20101031,0,7,2
20101130,0,7,5
20101231,0,7,3
20110131,0,7,2
20110228,0,7,3
20110430,0,7,1
20110630,0,7,6
20110731,0,7,1
20110831,0,7,2
20110930,0,7,3
20111031,0,7,3
20111130,0,7,1
20111231,0,7,5
20120131,0,7,2
20120229,0,7,1
20120331,0,7,1
20120430,0,7,2
20120531,0,7,5
20120630,0,7,1
20120731,0,7,1
20120831,0,7,4
20120930,0,7,5
20121031,0,7,2
20121130,0,7,5
20121231,0,7,3
20130131,0,7,4
20130228,0,7,4
20130331,0,7,1
20130430,0,7,4
20130531,0,7,6
20130630,0,7,5
20130731,0,7,4
20130831,0,7,8
20130930,0,7,5
20131031,0,7,6
20131231,0,7,2
20140131,0,7,1
20140331,0,7,2
20140430,0,7,3
20140531,0,7,3
20140630,0,7,5
20140731,0,7,5
20140831,0,7,6
20140930,0,7,6
20141031,0,7,1
20141130,0,7,1
20141231,0,7,2
20150228,0,7,2
20150430,0,7,2
20150531,0,7,5
20150630,0,7,1
20100131,0,8,5
20100228,0,8,1
20100331,0,8,1
20100630,0,8,1
20100831,0,8,4
20100930,0,8,2
20101031,0,8,1
20101231,0,8,1
20110131,0,8,1
20110831,0,8,1
20110930,0,8,1
20111231,0,8,1
20120131,0,8,3
20120229,0,8,5
20120331,0,8,1
20120430,0,8,2
20120531,0,8,5
20120630,0,8,1
20120731,0,8,1
20120831,0,8,3
20121130,0,8,2
20130228,0,8,1
20130531,0,8,1
20130630,0,8,2
20130731,0,8,1
20130831,0,8,1
20130930,0,8,1
20131231,0,8,4
20140131,0,8,1
20140228,0,8,1
20140331,0,8,2
20140531,0,8,2
20140630,0,8,2
20140731,0,8,1
20140831,0,8,1
20140930,0,8,8
20141031,0,8,2
20141130,0,8,1
20141231,0,8,2
20150131,0,8,4
20150228,0,8,5
20150331,0,8,3
20150430,0,8,1
20150531,0,8,1
20120131,0,9,1
20120131,0,10,1
20100630,0,11,1
20101231,0,11,1
20110831,0,11,1
20111231,0,11,2
20120131,0,11,1
20120229,0,11,1
20120630,0,11,1
20120930,0,11,1
20130630,0,11,2
20140930,0,11,1
20141031,0,11,1
20141130,0,11,2
20150131,0,11,1
20150630,0,11,1
20100131,0,12,1
20110331,0,12,1
20131130,0,12,2
20100430,0,13,2
20101031,0,13,1
20101130,0,13,2
20110131,0,13,1
20110331,0,13,1
20110630,0,13,1
20110831,0,13,1
20110930,0,13,2
20120229,0,13,1
20120331,0,13,3
20120531,0,13,1
20120630,0,13,1
20120831,0,13,1
20120930,0,13,3
20121031,0,13,1
20121231,0,13,2
20130331,0,13,1
20130731,0,13,1
20131130,0,13,1
20140131,0,13,1
20140228,0,13,1
20140331,0,13,2
20140731,0,13,1
20140831,0,13,3
20140930,0,13,2
20141130,0,13,1
20150228,0,13,2
20150531,0,13,5
20150630,0,13,1
20100131,1,0,1
20100228,1,0,6
20100331,1,0,1
20100430,1,0,1
20100531,1,0,1
20100831,1,0,2
20100930,1,0,2
20101031,1,0,2
20101130,1,0,1
20101231,1,0,1
20110131,1,0,1
20110228,1,0,1
20110331,1,0,2
20110430,1,0,1
20110531,1,0,2
20110630,1,0,2
20110731,1,0,1
20110831,1,0,6
20110930,1,0,3
20111031,1,0,7
20111130,1,0,3
20111231,1,0,1
20120229,1,0,1
20120331,1,0,2
20120430,1,0,2
20120630,1,0,1
20120731,1,0,1
20120831,1,0,1
20120930,1,0,4
20121031,1,0,3
20121130,1,0,2
20121231,1,0,3
20130228,1,0,1
20130331,1,0,1
20130430,1,0,5
20130531,1,0,4
20130731,1,0,1
20130831,1,0,2
20130930,1,0,9
20131031,1,0,4
20131231,1,0,1
20140228,1,0,1
20140331,1,0,2
20140430,1,0,1
20140531,1,0,1
20140630,1,0,1
20140731,1,0,2
20140831,1,0,2
20140930,1,0,4
20141031,1,0,2
20141130,1,0,1
20141231,1,0,1
20150131,1,0,1
20150228,1,0,3
20150331,1,0,3
20150430,1,0,1
20150531,1,0,1
20120131,1,1,1
20130131,1,1,1
20141130,1,1,1
20100131,1,2,2
20101130,1,2,1
20110430,1,2,1
20110531,1,2,1
20111231,1,2,1
20120131,1,2,1
20120229,1,2,1
20120531,1,2,1
20130228,1,2,2
20100131,1,3,1
20100228,1,3,1
20100331,1,3,2
20100531,1,3,2
20100630,1,3,2
20100731,1,3,7
20100930,1,3,2
20101130,1,3,3
20101231,1,3,3
20110131,1,3,2
20110228,1,3,3
20110331,1,3,4
20110430,1,3,1
20110531,1,3,4
20110630,1,3,3
20110731,1,3,3
20110831,1,3,4
20110930,1,3,5
20111031,1,3,5
20111130,1,3,1
20111231,1,3,5
20120131,1,3,3
20120229,1,3,1
20120331,1,3,1
20120430,1,3,1
20120531,1,3,6
20120630,1,3,2
20120731,1,3,1
20120831,1,3,4
20120930,1,3,2
20121031,1,3,3
20121130,1,3,6
20121231,1,3,3
20130131,1,3,3
20130228,1,3,3
20130331,1,3,4
20130430,1,3,3
20130531,1,3,3
20130630,1,3,2
20130731,1,3,4
20130831,1,3,5
20131031,1,3,2
20131130,1,3,6
20131231,1,3,5
20140131,1,3,4
20140228,1,3,4
20140331,1,3,4
20140430,1,3,2
20140531,1,3,2
20140630,1,3,6
20140731,1,3,4
20140831,1,3,2
20140930,1,3,3
20141031,1,3,3
20141231,1,3,1
20150131,1,3,2
20150228,1,3,1
20150331,1,3,1
20150430,1,3,1
20150531,1,3,4
20150630,1,3,3
20100331,1,4,1
20100430,1,4,2
20100531,1,4,4
20100630,1,4,3
20100731,1,4,6
20100930,1,4,2
20101031,1,4,4
20101130,1,4,4
20101231,1,4,5
20110228,1,4,3
20110331,1,4,1
20110430,1,4,2
20110531,1,4,8
20110630,1,4,3
20110731,1,4,2
20110831,1,4,5
20111031,1,4,6
20111130,1,4,2
20111231,1,4,13
20120131,1,4,5
20120331,1,4,2
20120430,1,4,1
20120531,1,4,1
20120630,1,4,5
20120831,1,4,5
20120930,1,4,4
20121031,1,4,5
20121130,1,4,1
20121231,1,4,7
20130131,1,4,3
20130228,1,4,2
20130331,1,4,1
20130531,1,4,4
20130630,1,4,4
20130731,1,4,1
20130831,1,4,2
20130930,1,4,2
20131031,1,4,13
20131130,1,4,5
20131231,1,4,7
20140131,1,4,4
20140228,1,4,6
20140331,1,4,10
20140430,1,4,4
20140531,1,4,1
20140630,1,4,4
20140731,1,4,8
20140831,1,4,6
20140930,1,4,3
20141031,1,4,2
20141130,1,4,2
20141231,1,4,7
20150131,1,4,7
20150228,1,4,6
20150331,1,4,4
20150430,1,4,3
20150531,1,4,5
20150630,1,4,2
20100131,1,5,2
20100228,1,5,1
20100331,1,5,5
20100430,1,5,6
20100531,1,5,11
20100630,1,5,2
20100731,1,5,1
20100831,1,5,3
20100930,1,5,5
20101031,1,5,3
20101130,1,5,4
20101231,1,5,1
20110131,1,5,1
20110228,1,5,6
20110331,1,5,6
20110430,1,5,4
20110531,1,5,1
20110630,1,5,1
20110731,1,5,2
20110831,1,5,3
20110930,1,5,2
20111031,1,5,2
20111130,1,5,5
20111231,1,5,3
20120131,1,5,8
20120229,1,5,2
20120331,1,5,6
20120430,1,5,1
20120531,1,5,9
20120630,1,5,4
20120731,1,5,1
20120831,1,5,5
20120930,1,5,1
20121031,1,5,7
20121130,1,5,1
20121231,1,5,2
20130131,1,5,4
20130331,1,5,1
20130430,1,5,3
20130531,1,5,9
20130630,1,5,4
20130731,1,5,2
20130831,1,5,3
20130930,1,5,3
20131031,1,5,6
20131130,1,5,3
20131231,1,5,4
20140131,1,5,2
20140228,1,5,3
20140331,1,5,2
20140430,1,5,3
20140630,1,5,5
20140731,1,5,1
20140930,1,5,5
20141031,1,5,4
20141130,1,5,2
20141231,1,5,1
20150131,1,5,3
20150228,1,5,2
20150331,1,5,9
20150430,1,5,1
20150531,1,5,1
20110831,1,6,1
20120131,1,6,1
20120331,1,6,2
20120531,1,6,1
20130131,1,6,1
20140531,1,6,1
20141231,1,6,1
20150430,1,6,1
20150630,1,6,1
20100131,1,7,4
20100228,1,7,2
20100331,1,7,1
20100430,1,7,1
20100531,1,7,2
20100630,1,7,3
20100731,1,7,4
20100831,1,7,1
20100930,1,7,4
20101031,1,7,2
20101130,1,7,1
20110131,1,7,1
20110228,1,7,2
20110531,1,7,2
20110630,1,7,1
20110731,1,7,3
20110831,1,7,8
20110930,1,7,2
20111031,1,7,5
20111130,1,7,5
20111231,1,7,1
20120131,1,7,2
20120229,1,7,3
20120331,1,7,3
20120430,1,7,2
20120531,1,7,3
20120630,1,7,4
20120731,1,7,1
20120831,1,7,4
20120930,1,7,1
20121031,1,7,1
20121130,1,7,2
20121231,1,7,1
20130131,1,7,2
20130331,1,7,5
20130430,1,7,3
20130630,1,7,2
20130731,1,7,4
20130930,1,7,4
20131031,1,7,1
20131130,1,7,2
20131231,1,7,5
20140228,1,7,1
20140331,1,7,3
20140430,1,7,1
20140531,1,7,3
20140630,1,7,3
20140731,1,7,3
20140831,1,7,3
20140930,1,7,6
20141031,1,7,3
20141130,1,7,3
20141231,1,7,2
20150131,1,7,5
20150228,1,7,4
20150331,1,7,4
20150430,1,7,2
20150531,1,7,5
20150630,1,7,2
20100131,1,8,1
20100531,1,8,1
20100630,1,8,1
20100831,1,8,1
20100930,1,8,1
20101130,1,8,3
20110131,1,8,1
20110531,1,8,1
20110630,1,8,1
20110731,1,8,5
20110831,1,8,5
20111031,1,8,6
20111130,1,8,5
20111231,1,8,6
20120531,1,8,1
20120630,1,8,2
20120731,1,8,1
20120831,1,8,1
20120930,1,8,1
20121031,1,8,3
20121231,1,8,3
20130331,1,8,1
20130531,1,8,2
20130630,1,8,2
20131031,1,8,1
20131130,1,8,1
20140131,1,8,3
20140228,1,8,2
20140331,1,8,3
20140630,1,8,2
20140731,1,8,2
20140831,1,8,2
20140930,1,8,4
20141031,1,8,1
20141130,1,8,2
20141231,1,8,2
20150131,1,8,3
20150228,1,8,1
20150331,1,8,2
20150430,1,8,1
20150531,1,8,2
20150630,1,8,3
20100331,1,9,1
20100731,1,9,2
20101130,1,9,1
20110731,1,9,1
20120630,1,9,1
20131031,1,9,1
20131231,1,9,1
20150430,1,9,1
20100831,1,10,1
20120930,1,10,1
20140630,1,10,2
20100831,1,11,1
20100930,1,11,1
20111231,1,11,1
20120731,1,11,1
20140731,1,11,1
20150630,1,11,1
20101130,1,12,1
20101231,1,12,1
20111130,1,12,1
20121130,1,12,1
20130630,1,12,1
20130930,1,12,1
20131031,1,12,1
20140630,1,12,1
20140731,1,12,1
20100131,1,13,1
20100228,1,13,1
20100331,1,13,1
20100731,1,13,2
20100930,1,13,1
20110131,1,13,4
20110228,1,13,1
20110331,1,13,2
20110930,1,13,1
20111231,1,13,2
20120630,1,13,3
20120731,1,13,1
20120831,1,13,3
20121031,1,13,1
20121130,1,13,1
20130228,1,13,2
20130430,1,13,1
20130630,1,13,2
20130731,1,13,3
20130831,1,13,1
20131130,1,13,2
20140331,1,13,1
20140531,1,13,1
20140630,1,13,1
20140731,1,13,2
20141031,1,13,1
20141231,1,13,1
20150228,1,13,1
20150531,1,13,3
20120430,1,14,1
20121031,1,14,1
20130131,1,14,1
20130731,1,14,1
20130930,1,14,1
20131031,1,14,1
20131231,1,14,1
20141231,1,14,1
20150331,1,14,1
20150630,1,14,1
20100831,2,0,3
20100930,2,0,2
20101031,2,0,1
20101130,2,0,1
20101231,2,0,1
20110430,2,0,2
20110531,2,0,1
20110831,2,0,2
20111031,2,0,1
20111130,2,0,2
20111231,2,0,1
20120531,2,0,1
20120630,2,0,2
20121130,2,0,1
20130228,2,0,2
20130531,2,0,1
20130831,2,0,1
20140228,2,0,2
20140531,2,0,2
20140831,2,0,2
20140930,2,0,1
20141231,2,0,2
20150131,2,0,1
20150228,2,0,1
20120630,2,1,1
20130131,2,1,1
20130831,2,2,1
20100331,2,3,1
20100531,2,3,1
20101031,2,3,1
20101130,2,3,2
20110430,2,3,1
20110531,2,3,1
20110630,2,3,1
20110930,2,3,1
20111031,2,3,1
20120331,2,3,1
20120630,2,3,1
20120731,2,3,1
20120831,2,3,1
20121231,2,3,1
20130731,2,3,3
20130930,2,3,1
20140131,2,3,1
20140630,2,3,3
20150131,2,3,2
20150531,2,3,1
20100228,2,4,1
20100331,2,4,5
20100430,2,4,4
20100531,2,4,2
20100630,2,4,1
20100831,2,4,1
20101031,2,4,1
20101130,2,4,3
20101231,2,4,1
20110131,2,4,2
20110228,2,4,6
20110331,2,4,3
20110430,2,4,3
20110630,2,4,1
20110731,2,4,3
20110831,2,4,4
20120531,2,4,1
20120731,2,4,1
20120831,2,4,1
20120930,2,4,3
20121031,2,4,3
20121130,2,4,1
20121231,2,4,1
20130131,2,4,1
20130228,2,4,1
20130331,2,4,2
20130430,2,4,5
20130531,2,4,1
20130731,2,4,1
20130831,2,4,5
20130930,2,4,1
20131031,2,4,1
20140131,2,4,1
20140331,2,4,1
20140430,2,4,1
20140831,2,4,1
20140930,2,4,1
20141031,2,4,1
20141231,2,4,2
20150131,2,4,1
20150331,2,4,2
20150531,2,4,1
20100131,2,5,1
20100331,2,5,3
20100430,2,5,1
20100630,2,5,2
20100731,2,5,2
20100831,2,5,3
20101130,2,5,1
20110131,2,5,2
20110228,2,5,4
20110331,2,5,2
20110430,2,5,1
20110531,2,5,3
20110630,2,5,1
20110831,2,5,1
20111031,2,5,1
20111130,2,5,3
20111231,2,5,1
20120131,2,5,2
20120229,2,5,1
20120331,2,5,2
20120531,2,5,2
20120630,2,5,1
20121031,2,5,2
20121130,2,5,1
20121231,2,5,3
20130228,2,5,2
20130331,2,5,1
20130731,2,5,1
20130831,2,5,2
20131231,2,5,1
20140630,2,5,7
20140731,2,5,1
20141031,2,5,1
20150131,2,5,3
20150228,2,5,1
20150331,2,5,2
20100131,2,7,1
20100331,2,7,3
20100731,2,7,1
20100831,2,7,1
20101031,2,7,1
20110131,2,7,1
20110331,2,7,1
20110531,2,7,2
20110630,2,7,1
20110731,2,7,3
20110831,2,7,1
20110930,2,7,1
20111231,2,7,1
20120331,2,7,2
20120630,2,7,1
20120831,2,7,1
20120930,2,7,2
20121031,2,7,1
20121130,2,7,1
20130131,2,7,1
20130228,2,7,1
20130331,2,7,1
20130430,2,7,3
20130831,2,7,1
20130930,2,7,1
20131031,2,7,1
20131130,2,7,3
20140430,2,7,1
20140731,2,7,1
20140831,2,7,1
20140930,2,7,1
20141130,2,7,1
20150131,2,7,2
20150430,2,7,1
20150531,2,7,2
20100228,2,8,1
20100831,2,8,1
20101130,2,8,1
20101231,2,8,1
20110228,2,8,1
20110331,2,8,1
20110430,2,8,1
20110731,2,8,2
20111031,2,8,1
20120430,2,8,2
20120531,2,8,2
20120630,2,8,1
20120831,2,8,1
20120930,2,8,2
20121031,2,8,2
20121231,2,8,3
20130131,2,8,1
20130228,2,8,1
20130430,2,8,1
20130531,2,8,1
20130731,2,8,1
20131130,2,8,2
20131231,2,8,1
20140228,2,8,1
20140430,2,8,1
20140630,2,8,3
20140731,2,8,4
20140831,2,8,1
20141031,2,8,2
20141130,2,8,1
20141231,2,8,1
20150131,2,8,2
20150430,2,8,2
20150630,2,8,1
20150430,2,10,1
20121031,2,11,1
20140630,2,11,1
20100331,2,12,1
20110630,2,12,1
20130531,2,12,1
20120229,2,13,1
20121130,2,13,1
20130228,2,13,1
20130630,2,13,1
20131130,2,13,1
20141130,2,13,1
20150228,2,13,1
20150531,2,13,1
20111031,2,14,1
20120731,2,14,1
20130831,2,14,1
20140831,2,14,2
20100131,3,0,3
20100228,3,0,1
20100331,3,0,4
20100430,3,0,2
20100531,3,0,4
20100630,3,0,2
20100731,3,0,4
20100831,3,0,5
20100930,3,0,5
20101031,3,0,5
20101130,3,0,5
20101231,3,0,2
20110131,3,0,4
20110430,3,0,2
20110531,3,0,2
20110630,3,0,3
20110731,3,0,4
20110831,3,0,4
20110930,3,0,1
20111031,3,0,3
20111130,3,0,2
20111231,3,0,4
20120131,3,0,8
20120331,3,0,1
20120430,3,0,4
20120531,3,0,7
20120630,3,0,5
20120731,3,0,1
20120831,3,0,2
20120930,3,0,1
20121031,3,0,2
20121130,3,0,2
20121231,3,0,2
20130131,3,0,3
20130228,3,0,1
20130331,3,0,3
20130430,3,0,2
20130531,3,0,3
20130630,3,0,1
20130731,3,0,1
20130831,3,0,1
20131031,3,0,1
20131130,3,0,2
20131231,3,0,1
20140131,3,0,4
20140228,3,0,2
20140331,3,0,1
20140430,3,0,3
20140531,3,0,1
20140630,3,0,3
20140731,3,0,2
20140831,3,0,2
20140930,3,0,1
20141130,3,0,2
20141231,3,0,2
20150131,3,0,1
20150228,3,0,2
20150430,3,0,5
20150531,3,0,6
20150630,3,0,2
20101231,3,1,1
20110531,3,1,1
20110630,3,1,1
20120131,3,1,1
20120229,3,1,1
20121231,3,1,1
20140930,3,1,1
20100430,3,2,1
20100731,3,2,1
20101031,3,2,1
20101130,3,2,1
20110531,3,2,1
20111031,3,2,1
20120131,3,2,1
20120331,3,2,1
20120531,3,2,1
20120831,3,2,1
20130131,3,2,1
20130430,3,2,1
20130531,3,2,2
20130630,3,2,1
20130731,3,2,1
20130831,3,2,1
20131031,3,2,1
20131231,3,2,2
20141031,3,2,1
20150630,3,2,1
20100131,3,3,2
20100331,3,3,1
20100531,3,3,1
20100630,3,3,2
20100831,3,3,3
20101031,3,3,1
20101231,3,3,3
20110131,3,3,1
20110331,3,3,2
20110430,3,3,1
20110630,3,3,1
20110731,3,3,1
20110831,3,3,1
20110930,3,3,1
20111231,3,3,1
20120131,3,3,2
20120531,3,3,1
20120731,3,3,2
20120831,3,3,2
20120930,3,3,1
20121031,3,3,2
20121130,3,3,1
20121231,3,3,1
20130131,3,3,1
20130430,3,3,2
20130630,3,3,1
20130731,3,3,2
20130831,3,3,1
20130930,3,3,2
20131031,3,3,2
20131130,3,3,3
20131231,3,3,1
20140228,3,3,3
20140531,3,3,1
20140831,3,3,1
20141031,3,3,1
20141231,3,3,2
20150131,3,3,1
20150228,3,3,2
20150331,3,3,1
20150531,3,3,3
20150630,3,3,1
20100131,3,4,2
20100430,3,4,3
20100531,3,4,2
20100731,3,4,1
20100831,3,4,1
20100930,3,4,3
20101031,3,4,4
20101130,3,4,2
20101231,3,4,5
20110331,3,4,1
20110430,3,4,3
20110531,3,4,6
20110630,3,4,5
20110731,3,4,4
20110831,3,4,2
20110930,3,4,3
20111031,3,4,4
20111130,3,4,2
20111231,3,4,6
20120131,3,4,7
20120229,3,4,4
20120331,3,4,2
20120430,3,4,2
20120531,3,4,3
20120630,3,4,2
20120731,3,4,2
20120831,3,4,2
20120930,3,4,2
20121031,3,4,2
20121130,3,4,1
20121231,3,4,1
20130430,3,4,1
20130531,3,4,7
20130630,3,4,4
20130731,3,4,3
20130831,3,4,4
20130930,3,4,1
20131031,3,4,4
20131130,3,4,4
20131231,3,4,4
20140131,3,4,2
20140228,3,4,1
20140331,3,4,1
20140430,3,4,5
20140531,3,4,1
20140630,3,4,1
20140731,3,4,4
20140831,3,4,4
20140930,3,4,3
20141031,3,4,4
20141130,3,4,3
20141231,3,4,2
20150131,3,4,6
20150228,3,4,1
20150331,3,4,1
20150430,3,4,4
20150531,3,4,2
20150630,3,4,2
20100131,3,5,3
20100228,3,5,2
20100331,3,5,3
20100430,3,5,3
20100531,3,5,6
20100630,3,5,2
20100731,3,5,5
20100831,3,5,3
20100930,3,5,2
20101031,3,5,2
20101130,3,5,3
20101231,3,5,2
20110131,3,5,3
20110228,3,5,4
20110331,3,5,4
20110430,3,5,3
20110531,3,5,2
20110630,3,5,4
20110731,3,5,5
20110831,3,5,3
20110930,3,5,5
20111031,3,5,4
20111130,3,5,3
20111231,3,5,8
20120131,3,5,1
20120229,3,5,6
20120331,3,5,5
20120430,3,5,3
20120531,3,5,5
20120630,3,5,1
20120731,3,5,4
20120831,3,5,3
20120930,3,5,3
20121031,3,5,3
20121130,3,5,5
20121231,3,5,6
20130131,3,5,2
20130228,3,5,5
20130331,3,5,2
20130430,3,5,5
20130531,3,5,5
20130630,3,5,5
20130731,3,5,4
20130831,3,5,2
20130930,3,5,5
20131031,3,5,2
20131130,3,5,2
20131231,3,5,3
20140131,3,5,3
20140228,3,5,7
20140331,3,5,2
20140430,3,5,1
20140531,3,5,2
20140630,3,5,2
20140731,3,5,2
20140831,3,5,3
20140930,3,5,4
20141031,3,5,4
20141130,3,5,3
20141231,3,5,2
20150131,3,5,1
20150228,3,5,1
20150331,3,5,4
20150430,3,5,2
20150531,3,5,6
20150630,3,5,2
20120331,3,6,1
20130630,3,6,1
20131231,3,6,2
20140131,3,6,1
20141031,3,6,2
20100131,3,7,1
20100331,3,7,2
20100430,3,7,1
20100531,3,7,3
20100630,3,7,4
20100731,3,7,4
20100831,3,7,1
20100930,3,7,2
20101031,3,7,7
20101130,3,7,1
20101231,3,7,1
20110131,3,7,3
20110228,3,7,2
20110331,3,7,1
20110430,3,7,3
20110531,3,7,3
20110630,3,7,5
20110930,3,7,2
20111130,3,7,3
20111231,3,7,6
20120131,3,7,6
20120331,3,7,4
20120430,3,7,4
20120531,3,7,12
20120630,3,7,6
20120731,3,7,1
20120831,3,7,3
20120930,3,7,2
20121031,3,7,2
20121130,3,7,5
20121231,3,7,2
20130228,3,7,3
20130331,3,7,2
20130430,3,7,3
20130531,3,7,6
20130630,3,7,4
20130731,3,7,2
20130831,3,7,4
20130930,3,7,7
20131031,3,7,2
20131130,3,7,2
20131231,3,7,1
20140131,3,7,3
20140331,3,7,2
20140430,3,7,3
20140531,3,7,2
20140630,3,7,3
20140831,3,7,1
20140930,3,7,3
20141031,3,7,1
20141130,3,7,3
20141231,3,7,4
20150131,3,7,4
20150228,3,7,1
20150331,3,7,4
20150430,3,7,1
20150531,3,7,8
20150630,3,7,2
20100228,3,8,1
20100331,3,8,4
20100430,3,8,3
20100630,3,8,2
20100731,3,8,1
20100831,3,8,3
20100930,3,8,3
20101031,3,8,4
20101231,3,8,1
20110228,3,8,1
20110331,3,8,1
20110831,3,8,1
20110930,3,8,1
20111130,3,8,2
20120331,3,8,1
20120430,3,8,1
20120531,3,8,1
20120630,3,8,1
20120731,3,8,1
20120831,3,8,1
20121031,3,8,3
20121130,3,8,3
20121231,3,8,1
20130228,3,8,4
20130331,3,8,2
20130430,3,8,2
20130531,3,8,4
20130630,3,8,1
20130831,3,8,2
20130930,3,8,2
20131031,3,8,5
20131130,3,8,3
20131231,3,8,1
20140131,3,8,5
20140228,3,8,1
20140331,3,8,3
20140430,3,8,1
20140531,3,8,2
20140630,3,8,1
20140731,3,8,1
20140831,3,8,2
20141231,3,8,1
20150228,3,8,1
20150331,3,8,1
20150430,3,8,4
20150630,3,8,2
20100930,3,9,1
20110731,3,9,2
20120430,3,9,1
20130831,3,9,1
20150228,3,9,1
20140930,3,10,1
20100131,3,11,5
20100430,3,11,1
20100531,3,11,1
20101031,3,11,1
20110228,3,11,1
20110430,3,11,1
20110630,3,11,1
20121231,3,11,2
20130228,3,11,1
20130731,3,11,1
20140630,3,11,2
20141031,3,11,1
20141130,3,11,1
20150228,3,11,1
20150430,3,11,1
20100131,3,12,3
20100331,3,12,1
20100531,3,12,2
20101031,3,12,1
20110131,3,12,1
20110430,3,12,1
20110731,3,12,1
20111231,3,12,1
20120331,3,12,1
20121031,3,12,1
20121231,3,12,1
20130731,3,12,1
20140228,3,12,1
20140531,3,12,1
20140930,3,12,1
20150531,3,12,1
20100131,3,13,1
20100430,3,13,1
20100531,3,13,6
20100731,3,13,3
20100831,3,13,1
20101130,3,13,2
20101231,3,13,6
20110731,3,13,4
20111031,3,13,1
20111130,3,13,5
20120131,3,13,1
20120229,3,13,1
20120430,3,13,1
20120630,3,13,1
20120731,3,13,2
20120831,3,13,4
20120930,3,13,2
20121031,3,13,1
20121130,3,13,3
20121231,3,13,2
20130228,3,13,1
20130331,3,13,1
20130531,3,13,1
20130630,3,13,1
20130831,3,13,1
20131130,3,13,2
20140131,3,13,3
20140228,3,13,1
20140430,3,13,1
20140531,3,13,1
20140630,3,13,2
20140831,3,13,2
